channelId,title,channelDescription,viewCount,subscriberCount,videoCount,error
UCFcytuxeGAHyM67L_nHDTIA,RATMVEVO,"Rage Against The Machine on Vevo - Official Music Videos, Live Performances, Interviews and more...",496330912,314000,66,0
UC0sQemK7pgX5fYy0k1MFsHg,The White Stripes,The Official White Stripes YouTube Channel,1143806147,895000,36,0
UCS86awnGMkkSIZ-pO33Sj-w,TheWhiteStripesVEVO,,18128325,714,31,0
UCbOVeDrDumCeZnPBvKLuI6A,Warmer Music Videos,The Warmest Music on Youtube.,101729494,151000,419,0
UCKup2M8_qSaV3f9UlN723Fw,The Best Of - Home Of Classic Music,"Welcome to THE destination for classic music & iconic imagery from the 60's to the 90's.

Subscribe for regular music video edits for the best classic tracks, all on one channel... The Best Of.",208138427,290000,360,0
UCu6GVHlTqWpsn4P46hNO9ig,LynyrdSkynyrdVEVO,,222645962,19100,55,0
UCRPjtPlsy2_tJd_DNdWE3gA,Wolfgang's Lynyrd Skynyrd ,"Welcome to Wolfgang's Lynyrd Skynyrd, where you can find our entire collection of live Skynyrd videos in one location. You can visit Wolfgang's at http://www.wolfgangs.com.",155363390,53700,56,0
UCZExBQ-JnvFOhql6-VZORdA,92586tony,,40056618,24000,68,0
UCKZ8Jbn-V8qV_uFAjiAvr0g,Mark DeJoint,,7889767,7440,64,0
UCPaymCC07RcrRbT9Ero04jQ,DidoVEVO,"Dido is an English singer and songwriter. She attained international success with her debut album No Angel (1999). It sold over 21 million copies worldwide,[5] and won several awards, including the MTV Europe Music Award for Best New Act, two NRJ Awardsfor Best New Act and Best Album, and two Brit Awards for Best British Female and Best Album. Her next album, Life for Rent(2003), continued her success with the hit singles ""White Flag"" and ""Life for Rent"". Dido made a comeback in 2013, releasing her fourth studio album Girl Who Got Away, which reached the Top 5 in the United Kingdom.",1007874512,353000,171,0
UC9Nyyq3qHochdTq1klPyVIQ,Dido,"The official Dido YouTube page. For more information visit www.didomusic.com.
The new album 'Still On My Mind' is out now: https://dido.lnk.to/MyMindID",1161222481,1420000,56,0
UCtCOFqqGGGunX71nfZgPQOQ,Eric Clapton,"The Official YouTube Channel for Eric Clapton.

",617681674,1280000,193,0
UCVBNyUuSCW1K_71Ucecm34w,EricClaptonVEVO,,128488714,21100,2,0
UCkzDXmzGS-myKkoJpM8HROg,Matt Bort,LIVE BOOTLEGS & RARE,15030358,17300,1283,0
UC4mLdap2bImonsOudyZdsYQ,Epitaph,Hell Is Empty and All the Devils Are Here,109745036,127000,8,0
UCReoD_Yypk9iH-q2_VumFdQ,Clark200666,"Hey, guys. Some people are always asking me if I worship the devil, and the answer is ""Hell no!"". The reason for my username is because I can't think of anything at that time.

Anyway, I love Airsoft. I'm still young but I really like oldies music, like Eric Clapton, Neil Sedaka, Stevie Wonder, etc.

Anyway, thanks for visiting my channel, please do subscribe. :D",93343012,87800,12,0
UCWEtnEiVwUy7mwFeshyAWLA,RHINO,"RHINO is the official YouTube channel of the greatest music catalog in the world. Founded in 1978, Rhino is the world's leading pop culture label specializing in classic rock, soul, and 80's and 90's alternative. The vast Rhino catalog of more than 5,000 albums, videos, and hit songs features material by artists such as Van Halen, Duran Duran, Aretha Franklin, Ray Charles, The Doors, Chicago, Black Sabbath, John Coltrane, Yes, Alice Cooper, Linda Ronstadt, The Ramones, The Monkees, Carly Simon, Curtis Mayfield, and Roberta Flack, among many others. Check back for classic music videos, live performances, hand-curated playlists, the Rhino Podcast, and more!",6818878821,6460000,1379,0
UC3UVF203A684id_OB_BJZ4A,honk1tonk1,"Nothing more, nothing less just a HonkyTonkWoman",68183269,44100,28,0
UCZSrDn5cDT1rMFkgo2V1zAQ,Vittorio G,,4967490,3510,16,0
UCdLSyVY6j9tkmcXLKW0bj3Q,WASPQueen,,16396542,12100,144,0
UCo4gDxGLPZZM3y9ola5izPw,BillWithersVEVO,,138794683,30800,25,0
UCe1rxEqz65ZWXwvWLrvq0Rw,Les archives de la RTS,Le canal Youtube des archives de la RTS - Radio Télévision Suisse.,263089420,547000,1811,0
UClYhj9TPSi3q58H1Q7N1iYw,GStrongRAW,IF YOU'RE SEARCHING 4 A WELL ROUNDED MUSICAL HAVEN....SEARCH NO MORE.......DESTINATION FOUND!!!,34495430,38900,468,0
UCSMN3r_GgZPV_ofZyHq_pVg,Dustyologist II,"I simply just love music...Especially rare stuff from the 60's, 70's & 80's but, you might find ANYTHING here because as I stated earlier...I JUST LOVE MUSIC!!!!!!",19924017,34200,892,0
UCDjpW6k2Sfg_FTr1toLvffQ,Bill Withers - Topic,,301372162,23500,519,0
UCPvat-GEHk_TfSKOJ59OH_g,gebjgbtl571,,22269337,13300,471,0
UCABCtXODIibwHwJRFswl6jw,LouisArmstrongVEVO,,11047713,591,21,0
UCyKS9z95cj6ZlAommu32QGA,EllaFitzgeraldVEVO,,9090806,725,19,0
UCIkOiUx_OQZtGGjrMi0-PRQ,IIIIvideowatcherIIII,,62865096,37000,1,0
UCWoT74rywEd8CKa-P6fwstw,andrebtw,,4807445,4740,38,0
UCm6vpkSkd3mQ6-C2FVhU1Og,Austin Casey,"Austin Casey - 
Previously (Kingoliver45)

Hello friends, welcome to an oasis of beautiful song. Please feel free to drop a line and share any feedback you may have. Thank you kindly and enjoy the music!",53095247,63800,1005,0
UCQQLKku3S9b55hoKG3P5jSQ,4z73c,,7207309,4480,10,0
UCNIlkuT0DYEc8aFbv3YcvdQ,enyatv,Official channel for Enya,850864373,1230000,64,0
UCoj_-F4-Rl6aB6U5fbl8Rhg,Enya - Topic,"Enya was born Eithne Ni Bhraonain in Donegal, Ireland. Enya studied classical music at college under private tuition. On leaving college she was asked by Producer Nicky Ryan to join her siblings in their family band. She did so for a short time, but found it too restrictive musically, and so in 1982 she joined Nicky Ryan and Roma Ryan in a creative and business partnership. Enya's first commission was to write a score for Sir David Puttnam for his film ""The Frog Prince"". Then, the triumvirate secured the soundtrack to the BBC documentary series 'The Celts'. Enya was then signed by Warner Music and all three by EMI Music Publishing. The first album of this contract was ""Watermark"" with the hit single ""Orinoco Flow"". This was followed by ""Shepherd Moons"", ""The Memory of Trees"", ""Paint the Sky With Stars"", ""A Day Without Rain"" which produced the single, ""Only Time"". Enya also released ""Amarantine"" and for Lord of the Rings; the Fellowship of the Ring, the songs ""Aniron"" and ""May it Be"". Enya, Nicky and Roma were nominated for a Golden Globe Award and for an Academy Award for the song ""May it Be"" and have also merited many other nominations and awards, including the Ivor Novello for International Achievement. The latest honours bestowed on Enya were two Honorary Degrees, the University of Galway honoured her with Doctor of Music and the University of Ulster honoured Enya with Doctor of Letters.",216753907,30500,417,0
UCOjiZF2odbw14j1NydfnqxA,xymox18,,869469,845,26,0
UC4WcxYASojpnFDu_nhFPoFw,Starfishrider,"Hey Guys!

If you have questions that you would like me to answer please send them via email. Cheers and have a great day :)

BR
Starfishrider",51222183,38200,133,0
UCz4TqVes6nggOlTSqKfvdkA,PapaRoachVEVO,"Papa Roach on Vevo - Official Music Videos, Live Performances, Interviews and more...",754661412,649000,38,0
UCeekxg1vju_sjIK9KjJJLYg,Papa Roach,The OFFICIAL Papa Roach channel! Sign up and subscribe for news and more here https://paparoach.komi.io ,1106278521,1520000,360,0
UCqh8RdUfSR9lGyasBhM_bjA,Better Noise Music,"BETTER NOISE MUSIC is a leading global independent record label and artist development company, serving as a creative home to some of the biggest names in rock and alternative music today. The roster includes Five Finger Death Punch, Dirty Heads, Asking Alexandria, From Ashes To New, Bad Wolves, The HU, and more.
",1675019209,1680000,1809,0
UCboajRxHBCBzx85UQHmlQcA,a7xfan209,"FORMERLY a7xfan208! My account got suspended so I'm reuploaded ALL my videos here (at least ones that didn't get copyright strikes anyway). 

I also didn't put up a bunch of guitar hero videos (FOFIX - frets on fire X specficially) for songs that already have a video for it on youtube. I don't have the files for the charts anymore, sorry!",3187807,3280,436,0
UCe3JCin4Gnv9azlWnAs5keg,Ozzy Osbourne,Welcome to the Official YouTube Channel of Ozzy Osbourne,1409421361,2350000,76,0
UCLOhov4gXWof42WZM4vFN_w,DerekAly99,,9914091,4350,24,0
UCQWu7u-EeoWKZUtp_9W289Q,Gutenberg Music,(No Copyright Music),6195513,7420,7,0
UC3YEGIgrJGwQDjY-dxZ8Dpw,OzzyOsbourneVEVO,,230283114,95000,106,0
UCeEi1My3KTXHT0SG1JkR9gA,a-ha,"The a-ha channel is the official YouTube home of the Norwegian Pop trio a-ha, who achieved global stardom in 1985 when their debut single, “Take On Me” from the album ‘Hunting High And Low’ topped the charts in 36 different countries on its way to becoming one of the best-selling singles of all time, and the 5th most streamed song of the 20th century. a-ha struck chart gold again with “The Sun Always Shines On T.V.” and “Cry Wolf,” and recorded the theme to the 1987 James Bond film “The Living Daylights”. The a-ha YouTube channel is proud to host the music videos from these hits alongside live performance videos, lyric videos, and the solo work of band members Morten Harket (lead vocals), Paul Waaktaar-Savoy (Guitar), and Magne Furuholmen (Keyboards).

The iconic music video for “Take On Me” is on the cusp of crossing 1 Billion Views. GUESS WHEN at  www.a-ha.com/takeonme to be entered for a chance to win a trip to meet the band and watch them perform live.",2760809171,1820000,125,0
UCqKcyRmTmnRstOpml3JdD-A,ahaVEVO,,132060798,28300,18,0
UCK25QSF97g32CmwY7vihmUg,curedude77,,34734054,15900,27,0
UC4OIQdGVhOAQx3IgrAnSzaw,MotleyCrueVEVO,,181707281,88400,23,0
UCq2g_Vcu3J1OwNRmdTNoxYA,Mötley Crüe,The WORLD TOUR ON NOW!! Motley.com for info and tix! ,607751014,1050000,150,0
UCvEtvYQunMtdsEO3DROp0Gw,Faze Linear,,13834872,15700,202,0
UChf0Knt-e9Pw8VywfuTZCjA,AliceInChainsVEVO,"New song ""The One You Know"" now available. For music and tour updates go to AliceInChains.com ",970060449,342000,55,0
UCi32LYF0VQkATmCz6gHkxVQ,ChannelCoverTV,Here you can see the best covers on youtube there! and more!,5979475,9860,88,0
UC4x3d4jQcRGGpyWBo_u2M7Q,sixdust,"24 y/o. 


contact: sixdustmusic@gmail.com

",543714,2970,67,0
UCjtMrcJSQnXyE0rGfQlr8MA,Alice in Chains - Topic,,468492148,22400,639,0
UCMDEUhxpcgNeJ5ErzxTPU9A,moonlightmusic,,4136523,8650,73,0
UCNG0iyJ9XUuAmPjY8UWOavA,purple0accident,"My goal is to upload as much good music as I can. I've started with Billie Holiday's ""Complete Columbia Recordings"". If anyone has a request I'd be more than glad to upload the desired album.",20001413,8040,130,0
UCsKawZ50LjR2QvqBadDdk9A,bessjazz,"music jazz blues soul r'n'b, in motion.
if you are not credited, contact us.",60198189,87400,47,0
UCuMHq8jMRZXpUxSGLBuCa9g,Ella Fitzgerald - Topic,"Dubbed ""The First Lady of Song,"" Ella Fitzgerald was the most popular female jazz singer in the United States for more than half a century. In her lifetime, she won 13 Grammy awards and sold over 40 million albums.",171428947,16500,107627,0
UCN-hER3MtJWQVSzWdlr9GNQ,Scout4Me1,I`m an hopeless folknik.,92639889,69000,480,0
UC2V04TbQH-ZFbSrVTaXZarg,awesomenessk,"NO COPYRIGHT INFRINGEMENT INTENDED
This is purely for fan entertainment",17029002,16500,196,0
UC9vGD_KFNiQOHSeUoxIM3yQ,SadeVEVO,"Sade
The official Vevo channel for the British iconic band #sade of Sade Adu, Stuart Matthewman, Andrew Hale, Paul S. Denman
@sadeofficial
www.sade.com",1296035403,511000,160,0
UC3sj1O535VXDiec8YLn2sDg,TheFugeesVEVO,"The Fugees on Vevo - Official Music Videos, Live Performances, Interviews and more...",821531413,321000,28,0
UCkAY9ap8jTIsZgki0OwC0uA,ProGosuImba1337,,651264,309,12,0
UCWGLnosvbSs_SGnqS7qQAmA,WyclefVEVO,"Wyclef Jean on Vevo - Official Music Videos, Live Performances, Interviews and more...",343061029,143000,84,0
UC55ldSxjEEXY13Dp0peopIw,florianchristlVEVO,"Beautiful music born of Nature, music that lifts your thoughts and emotions, giving them free flight. Florian Christl never formally studied composition or the piano. He simply sits down at the piano and writes music, like a dream for the soul. Inspiring, full of love, hope, longing and beautiful melodies.
 
Florian grew up in a small town in Germany. He loves the outdoors, the quiet of the forest, and the peace of the mountains. His greatest passion has always been making music, and he spent every free moment at the piano. Next to solo piano pieces, half of the songs for his debut album “Inspiration” is arranged for piano and string quintet.
",3322496,680,34,0
UCUrm111d6khqrbz4dRj2xew,Mozafunkula,,29296096,29200,19,0
UCWu8jLOZiROgfYAykUsMHgw,Adrian Chandler - Topic,,1158266,785,84,0
UC2oK6YO2knu-vylcjSB1N6w,San Francisco Conservatory of Music,"Founded in 1917, San Francisco Conservatory of Music (SFCM) is a global destination for musical excellence, earning an international reputation for producing musicians of the highest caliber. Located in the heart of San Francisco's Civic Center, SFCM's faculty includes 30 members of the San Francisco Symphony as well as Grammy Award-winning artists in fields ranging from orchestral and chamber performance to classical guitar. The Conservatory's relationships with Sony Playstation, Skywalker Sound, and other Silicon Valley companies also offer unique opportunities that reinforce the institution's innovative curricular approach in artistic, intellectual, professional, and individual development. SFCM's collegiate and Pre-College students have appeared at such storied venues as Carnegie Hall and Davies Symphony Hall and have performed on national radio programs including NPR's Live from Here and Performance Today.",2815445,9460,577,0
UCgxn_fiPtuHCZDXQpBW2_Tg,Antonio Vivaldi - Topic,,42458248,65200,2604,0
UCxjqIm0BFnSFOMQP1zf0_RQ,Anton Paisov,,294920,659,61,0
UCUXqss2FROM40B9MycIITsg,robbiewilliamsvevo,"Robbie Williams on Vevo - Official Music Videos, Live Performances, Interviews and more...",1428075471,637000,70,0
UCHJZ-BwW3B8Je6D2aVv5i1Q,RobbieWilliamsLove,Robbie Williams King Of Pop,3898848,3490,40,0
UC3Nho5FPo__hIFbg_UlaCgA,Robbie Williams,Robbie Williams is a singer-songwriter and entertainer from the United Kingdom.,1885047120,2110000,676,0
UCE6cZK-pCjOrEnwIQ0iGCPQ,Mies10,,28274982,18700,56,0
UCFJ1R4X54jF5cxa5amBi6hA,Patrick Watson - Topic,"Patrick Watson is a singer, pianist, composer and frontman based in Montreal. His quartet consists of longtime collaborator Mishka Stein (bass), Andrew Barr (drums) and Ariel Engle (voice), often accompanied by a string quartet. Together, they invent uncanny musical landscapes with the precision and execution of jazz musicians, harmoniously mixing organic elements and electronic textures, cacophonic rock songs and pristine ballads, all held together by the omnipresent voice of Watson.",158352699,3110,174,0
UCA8xMhX1DfxA8UKsfjn9vQg,Domino Recording Co.,"Domino is a world-famous independent record label, representing and releasing music by some of today’s most compelling artists including Arctic Monkeys, Franz Ferdinand, Hot Chip, Jon Hopkins, Georgia and Superorganism. Domino’s characteristics are best represented by its artists: individuality, originality and excellence.",929513888,516000,875,0
UCneHYHbkZzWFGmw2O7UkhrQ,Patrick Watson,"This is Patrick Watson's official channel where you can find all of his music videos, live performances, tutorials and much more.",169799887,303000,40,0
UCiixZILmKL9cVy1ldhMphyw,Secret City Records,"Secret City Records is an independent record company based in Montreal, Canada and is the home of Patrick Watson, Alexandra Stréliski, The Barr Brothers, Leif Vollebekk, Bibi Club, Basia Bulat, Daniel Belanger, Plants and Animals, Wilsen, Suuns, Gus Englehorn, Braids, Antoine Corriveau, Emilie Kahn, Jesse Mac Cormack, Klô Pelgag, Owen Pallett, Richard Reed Parry, Rosie Valland, Shad. 

www.secretcityrecords.com",29277762,23600,274,0
UCUYFeBzhgTJgx-rbN8iq_rg,PatrickWatsonVEVO,,7069965,3160,6,0
UCxyXmU3VcCPAJ56nhoOuPiw,i'm cyborg but that's ok,"Disclaimer:  I dont monetize my videos with someone else's content. This is a fan art channel & I own nothing but the editing (unless stated otherwise). If you are the owner and would like your music or movie removed, please contact me via email channelcyborgyt@gmail.com and I will remove your content.",346688136,1320000,460,0
UCiA9R5n9sR06RgGGigkY5RA,ThePussycatDollsVEVO,"The Pussycat Dolls on Vevo - Official Music Videos, Live Performances, Interviews and more...",2664058704,1570000,36,0
UClfYZdfd5HqfbqX7l7L_ypA,Busta Rhymes Videos,"Busta Rhymes’ ability to combine the musical lineage of ragga with brilliantly original lyrics makes him one of the most respected MCs in hip hop history. After breaking with the group, Leaders of the New School, Rhymes released his first solo studio album “The Coming” (1996), which featured the hit single “Woo Hah!! Got You All In Check”. 

His subsequent work has been met with cultural,critical, and commercial acclaim. His Elektra solo albums “When Disaster Strikes…” (1997), “Genesis” (2001), and “The Big Bang,” which debuted at No. 1 in 2006, represent just a portion of the prodigious artistic output that charted Busta Rhymes path to certified hip hop royalty.

Watch Busta’s groundbreaking collection of music videos on his official artist channel and subscribe to the channel to stay in touch.

",106557142,4210,10,0
UCmHhviensDlGQeU8Yo80zdg,Dr. Dre,,4005448197,6820000,47,0
UCUzgvniw2LcUEumHW1Fbh2A,DOMiAndJDBeckVEVO,"DOMi Louna : keys
JD Beck : drums
http://www.domiandjdbeck.com",5767678,1110,19,0
UCX-3R99NH4nKAubjlSiNhcw,PaulMcCartneyVEVO,,133697356,91000,87,0
UC2xskkQVFEpLcGFnNSLQY0A,RihannaVEVO,"Rihanna on Vevo - Official Music Videos, Live Performances, Interviews and more...",19902176882,25000000,118,0
UCI02taUd0TfnIXZChYc-rBg,MusiqueHauteDefinition,,615537,484,11,0
UCvGnJy9RnXX0kGSnDPKCZzQ,PAUL McCARTNEY,"Official Paul McCartney account administered by MPL | #EyesOfTheStorm | Text me: +1 (212) 313-9547 
",444435348,1230000,429,0
UC0guXwTSf4hAOvCSgmViojw,Paul McCartney - Topic,,165984389,33900,1883,0
UCYNlgp4QTJ-m5VC0vxz77qA,TheArMaGeDdOn007,,42063462,56000,6,0
UCgBWzzNCmLA9iN-SNSj2gLQ,Oswaldo Gutiérrez,"Proyecto universitario de los Alumnos de Ciencias y Técnicas de la Comunicación de la UAD Campus Zacatecas, Presentan que el factor humano es el principal partícipe dentro de una institución.",474040,170,25,0
UCL5FNkAUG-7kNcnJm9sf1-w,omarbbcito,"SÚBETE A LA NAVE DE LOS ÉXITOS Y JUNTOS NAVEGUEMOS POR EL TÚNEL DEL TIEMPO Y VOLVAMOS A RECORDAR Y REVIVIR LAS DIFERENTES ÉPOCAS DE LA BUENA MÚSICA.... iiiBIENVENIDOS A MI CANAL!!!

GET ON A SHIP OF THE VIDEO HITS AND TOGETHER BY SAIL AND RETURN TUNNEL TIME TO REMEMBER AND RELIVE THE DIFFERENT TIMES OF GOOD MUSIC .... iiiWELCOME TO MY CHANNEL!!!",57263146,63800,401,0
UCEBcc_WHoyvM8_vofYot8aQ,EnanitosVerdesVEVO,,144200486,55500,75,0
UCwtedq-1HVcJihhQTuQXlMg,Los Enanitos Verdes Catálogo,"Los Enanitos Verdes son una banda argentina de rock en español, formada en 1979 en Mendoza, Argentina. A lo largo de su carrera han logrado colocarse en puestos importantes de las listas de popularidad argentinas, de América y el Caribe.",16532934,41200,277,0
UCkv8S_ZHZ_14C3tdzgd5xhQ,huevosrevueltosVEVO,,391137006,220000,29,0
UCXKt0bERXzfvufCPplpNHow,DonMillonety,"Videoclips alternativos con imágenes de películas.
Prueba Amazon Music 30 días gratis y disfruta de más de 100 millones de canciones:
https://www.amazon.es/music/unlimited?tag=donmi-21",34170394,87400,28,0
UCSLCCE3LkpZghhzGhHjHF7A,deejaymiguecali,"Espero te guste mi canal, todas mis publicaciones de vídeos musicales son sin animo de lucro, solo con el fin de difundir y aclamar a maravillosos artistas",166471956,256000,170,0
UCFr6KiO74DZT6ISfXBLAaOA,VideoMusic.,,12743742,20400,71,0
UCIPHD9BiP5o-QPLoKEFnFzg,FerOlve5,,11646545,13100,161,0
UC3j7IugQosyhmVsKyvz5MUw,Butterfly Rock,,60312561,36000,294,0
UCu1S0B07lvVRKvJz_q2U5Fg,MezclandoPorHaiti,"""Mezclando por Haití"" es una iniciativa de Carlos Jean para organizar un evento musical benéfico cuyo objetivo es recaudar fondos para los damnificados en la catástrofe de Haití. Pero lo que nació como eso ha crecido mucho más y la iniciativa se ha convertido en un gran proyecto musical musical en el que colaboran un gran número de artistas, los encargados de componer, cantar o ayudar en la creación de la canción ""Ay Haití!""",3015200,795,10,0
UCAsXg_ksY5Y9mHXlLsNA0jw,Hombres G Catálogo,,19824901,5160,21,0
UCImpaPG4XSDqk-SNkDBiPyA,Conny,Musica romántica de Latinoameriaca de ayer y hoy.,131161639,143000,105,0
UCIsM7Pkp18u1MIEUWhfe3HQ,Hombres G - Topic,"Hombres G is a Spanish pop rock band, formed in Spain in 1983. They are widely considered one of Spain's most prominent pop groups of the 1980s and early 1990s. The band consists of David Summers, Rafael Gutierrez, Dani Mezquita, and Javi Molina. Hombres G made their live debut at Madrid's Rock-Ola in 1983.",724827831,62900,565,0
UCmDpW2k6ocd2S5wBcIGMomQ,Manu Guinarte,¡HOMBRES G FOREVER!,10551582,10600,138,0
UCOkWMIcLDDV1P48NSCdkJ5w,Asthmatic Kitty Records,"Born in 1999, Asthmatic Kitty Records was originally conceived as a platform for musical projects by a community of artists from Holland, Michigan, a small city on the shore of Lake Michigan. Some were Holland natives, and others had come to attend local colleges and universities. While the original Holland nucleus has now dispersed to various parts of the country, the fellowship is still growing, with new friends and shared projects with other independent labels. Asthmatic Kitty is now based in Lander, Wyoming, Indianapolis, Indiana and New York City.

Asthmatic Kitty was named after Sara, a voluptuous orange and white longhair who wandered out of the woods in 1995, pregnant, starving, and afflicted with various parasites and ailments, including feline asthma. Although she still wheezes a bit, especially when being chased by her sister Tabby, Sara today enjoys a healthy and happy life of luxury. Cast-off animals make the best pets!",100148948,90300,348,0
UC7kI8WjpCfFoMSNDuRh_4lA,Pitchfork,The Most Trusted Voice in Music.,529644066,1270000,2725,0
UCGkX_HCD_T5XOwxi_KR6YoQ,SonySoundtracksVEVO,"Dive into the sonic world of film, television and visual media with Sony Soundtracks. From pop soundtrack to orchestral scores, Sony Soundtracks delivers music from the latest Hollywood blockbusters, binge-worthy TV shows, epic video games and more. Subscribe here for exclusive content with today’s top composers, behind-the-scenes footage, music videos and more. For more information, visit lnk.to/sonysoundtracks. To receive our newsletter via email, sign up here: https://soundtracks.lnk.to/newsletter ",356021910,362000,1640,0
UC5sOhxfts379lOCXaIAinyw,Sufjan Stevens - Topic,"Sufjan Stevens is a singer-songwriter currently living in New York. A preoccupation with epic concepts has motivated two state records (Michigan & Illinois), a collection of sacred and biblical songs (Seven Swans), an electronic album for the animals of the Chinese zodiac (Enjoy Your Rabbit), two Christmas box sets (Songs for Christmas, vol. 1-5 and Silver & Gold, vol. 6-10), and a programmatic tone poem for the Brooklyn-Queens Expressway (The BQE). In 2010 Sufjan released an expansive EP (All Delighted People) and the full length The Age of Adz, a collection of songs partly inspired by the outsider artist Royal Robertson. In March 2015, Sufjan released  Carrie & Lowell. His most recent releases include Planetarium, an Oscar-nominated song for the film Call Me By Your Name, The Ascension (2020), and a collaboration with with Angelo De Augustine , A Beginner's Mind (2021). In Oct 2023, Stevens tenth solo studio project, Javelin, will be released.",156805736,23500,464,0
UCnuDvTdLfG9p_PgFtJ9fv2g,Ariel Turner,idk,1259110,394,1,0
UCOoSDfbBijWz_svYM1jmwVA,Adam Romano,,2084085,633,22,0
UC6OaD1jJ6w2rH5cHjNWG-Bg,jpgkids,,1225693,799,2,0
UCPzbKgAJ6gj0xMVgMHIV2gQ,The Codfather,,246529073,259000,4,0
UCv3mNSNjuWldihk1DUdnGtw,Prince,"Welcome to the Official Prince YouTube channel - celebrating the life, creative works and enduring legacy of Prince Rogers Nelson. Prince’s fearless creative vision, musical virtuosity, and wildly prolific output graced the world with one of the most universally beloved bodies of work of all time. Prince’s hit songs ‘Purple Rain’, ‘When Doves Cry’, ‘Kiss’, ‘Raspberry Beret’, and ‘Little Red Corvette’ are just a small sample of his revolutionary blend of rock, funk, R&B and new wave pop that shattered barriers and empowered millions. In the 1980s, Prince made history by being one of the first black artists to have their videos in heavy rotation on MTV. The Prince Estate is proud to present these groundbreaking videos alongside all of Prince’s releases to inspire and educate fans, and celebrate Prince in his totality. Subscribe to the channel and check back for new additions, including music videos, performance clips, official Prince playlists, announcements, and more!",1396916370,2020000,148,0
UCk3ZjUeo6rwtXVdvelevVag,princevevo,,102676594,33500,88,0
UC9Sg6hZdKbh4fs46xCzGK-A,Old But Gold - Musik Nostalgie,"Celebrating the Oldies and the good Times!
I want to share with you my love anything 80s/oldies (Music) related.

Here you will find live Performances, Music-Shows, Interviews and more...
I also constantly upload official Music Videos, which aren't officially posted (uploaded by the official Artist Channel).
All these Videos with best Audio-/Videoquality!
You can't find them all together in one Playlist.

Even more stuff, can be found here: https://archive.org/details/@freaky2003

To the Copyright-Holders:
If there is a problem with any uploaded material, please contact me via Mail (For my Mail Adress, see below) and I will get to you as soon as possible and will possibly delete the Video.






",1372339,2760,152,0
UCHFPpw9jReIhssGTUNUZBoA,BoneyMVEVO,"Boney M. on Vevo - Official Music Videos, Live Performances, Interviews and more...",1988692627,753000,173,0
UCtMuveQjz2WMCPX6ko10zpQ,CleanMusicVideo,,44633669,33200,63,0
UC56eoPRLCwOKZ23dtzzxnZQ,Stuart Treadwell,Internet marketer who enjoys helping others succeed.,1336909,1530,10,0
UCs2kF9RbPxb0T_8APvV306A,phoenixkelser,,5373801,3050,4,0
UCZwJXijalnkHOtavp9jvudg,willietribute2000,,19952966,25200,121,0
UC3psu0N-QIf9DSlDql95b9g,MerleHaggardVEVO,,49917456,8590,18,0
UCM6LGK-1wJyNl7q21_3RI-w,VanMorrisonVEVO,"Get the new album 'Versatile' now: https://VanMorrison.lnk.to/VRTONID 

",189686643,38200,89,0
UCCiTDgyKWFNs6GXxMVR2ZbQ,Van Morrison - Topic,"Father • Songwriter - 'Accentuate The Positive', the brand new album by Van Morrison is out now.",273558259,10700,2417,0
UCNfSj-WZ8UVr7GwCR1QvLoA,jmms429,"Music :
Generation Jones 1954-1965 (late Boomers) ""Stuck between Woodstock and Lallapalooza.""

“Music is the great uniter. An incredible force. Something that people who differ on everything and anything else can have in common.”


Chicagoland  
",119899430,90600,20,0
UCxISpPHkXV4RmeqOO4Z04Lg,laurynhillvevo,"Lauryn Hill on Vevo - Official Music Videos, Live Performances, Interviews and more...",423611019,168000,7,0
UCaLvqr3fwoLoBss-ajTiqUQ,nfltrackstarnydc,,26476712,28300,6,0
UCy9RDVk-hgfwuJZiz6k4iSQ,Ryan Smith: Sacking Mental Illness Podcast,"Welcome to my new podcast “ Sacking Mental Illness”. I’m your host and creator Ryan Smith and I wanted to create a podcast that tackles the stigma of Mental Illness and Mental health and how we can make this a positive instead of being viewed as a taboo by some in the world. In this podcast, we’re going to dig deep and talk about topics that sometimes like to get swept under the rugs. I’m here to have open dialogue and discussions. In the future, I will be having guests and possible co-hosts on some episodes moving forward. So thank you and stay tuned for this new podcast.",7172993,10800,40,0
UC3tqnM8hB-3jJAZeRT_secg,Samu,,5244840,2330,16,0
UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,"DJ Snake on Vevo - Official Music Videos, Live Performances, Interviews and more...",7728415980,6460000,58,0
UChCDNXr_7WGYGcVsk6JuboQ,Radial by The Orchard,"Welcome to Radial, where playlists radiate the top global music trends! 

Enjoy our playlists and be sure to save your favorites: 
Where there is a chill there is a way
Baila Latino
Urban Latin Music Hits
Dream Pop Utopia
Calming music for mindfulness and meditation
New indie sounds
Flamenkito and much much MORE! 

Subscribe and hit the bell to discover new music from our artists from all over the world. New music videos uploaded to the channel daily. 
",2125637499,2770000,11875,0
