channelId,title,channelDescription,viewCount,subscriberCount,videoCount,error
UCLsOayAeOIiMN3xuhudiXug,RB Music,Contacto para contrataciones e información 📲+1 (562) 572-4229 celular y whatsapp correo📩 RicardoRBMusic@gmail.com,1246978098,1130000,2293,0
UC0kxNxFQCK6d2spPz5Sme7Q,Fuerza Regida - Topic,,1488589623,125000,374,0
UCsdLPXWj4uKEKd455hVpafA,Raúl XC,"RAÚL XC PROMOTIONS | VIDEO LYRICS 
📩 raulxcoficial@gmail.com",1262022919,1650000,1590,0
UCGRjJrpD2bmk9Ilq6nq80qg,foofightersVEVO,"Foo Fighters on Vevo - Official Music Videos, Live Performances, Interviews and more...",2216969478,1300000,168,0
UCi2KNss4Yx73NG0JARSFe0A,Foo Fighters,"Rock band
",3156328016,3760000,200,0
UCCZGYab5SpD0I7Z5JqJZgww,My Chemical Romance,The official My Chemical Romance YouTube channel.,2527684116,4570000,163,0
UCCepNDOL3zGXLymD38eLlKA,Michele Bucci,,992246,685,96,0
UCXHt_VYJdTMnGdm1lNUbZQw,Black Balloon,"Black Balloon is a creative studio that generates individualized digital products specifically for music professionals. Based in LA, we specialize in full scale production with an emphasis on quality motion graphics and post production. In addition to our signature creative, we set ourselves apart from the competition by offering extensive customer service with dedicated production support for all of our clientele.

We have worked with some of the best in the business, including Bebe Rexha, Josh Groban, LeAnn Rimes, Disturbed, Neil Young, Bonnie Raitt, Linkin Park, & more. Collaborating with individual artists, labels, and music management companies, we create digital media that personifies each musician’s brand to generate more buzz about their upcoming project.

Connect with Black Balloon:
Facebook: https://www.facebook.com/blackballoontv/
Twitter: https://twitter.com/BlackBalloon
Website: https://www.blackballoon.tv
Instagram: https://www.instagram.com/blackballoontv/",20727153,20300,17,0
UCunw-c0EKIX5LpPo8GpA2Aw,elcarteldesantatv,"En este canal podras encontrar videos oficiales, entrevistas, proximas fechas, escenas de los conciertos, anecdotas de la banda, documentales y promociones.

CONTACTO YOUTUBE 
redes@carteldesanta.com",7905404573,12700000,380,0
UCaZePjJRXiMbYIpQG5si6-g,babiloniamusic,http://www.facebook.com/pages/Babilonia-Music/243395035705799,98322639,220000,48,0
UC1-ONZOKSj2a8BVRuixq0wA,elcarteldesantaVEVO,,1528452328,1560000,35,0
UCdLf5_x-4eic2Hw-uovjdKA,RickRossVEVO,"Rick Ross on Vevo - Official Music Videos, Live Performances, Interviews and more...",1829477339,1500000,151,0
UCj-z4t1XEtDH36yS6ZUUpYg,OfficialRickRossTV,"This is the one, and ONLY, Official Rick Ross YouTube channel. Don't accept posers, this is the official Rick Ross channel!

-----

- Rick Ross, Wale, Meek Mill & Stalley - Selfmade vol. 2 (June 26, 2012)

- Rick Ross - God Forgive, I Don't (July 31, 2012)

Meek Mill - Dreams and Nightmares (August 28, 2012)

----",74278268,124000,237,0
UCXzek15rQGO4gI9QDLl538A,JeNnILoVeSmUsIc,All We Have Is Now!,82204283,84500,19,0
UCGm22n-02oom5R_1lITZyAw,LattoVEVO,,380874076,8590,61,0
UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,"The official YouTube channel of Cardi B. 

Subscribe for the latest official music videos, live performances, lyric videos, official audio, and more: 
https://cardib.lnk.to/Subscribe

Cardi B has evolved into an entertainer, actress and a renowned rapper in just a short time. Now a GRAMMY AWARD WINNING rap superstar, Cardi’s 3x Platinum selling debut album Invasion of Privacy debuted at #1 on the Billboard 200 chart. The album includes the 9x RIAA platinum certified classic, “Bodak Yellow and all 13 tracks on Invasion of Privacy have been RIAA certified Gold or higher – making Cardi the first female artist to achieve this feat. Her recent release, “WAP (Feat. Megan Thee Stallion)”, proved an immediate blockbuster with a record-shattering debut that earned RIAA Gold certification on its first day and became one of the top 3 hip-hop streaming debuts of all time, along with breaking various other records. Cardi now returns with “Up,” available at all DSPs and streaming services.
",7841547129,19100000,90,0
UCKrdjiuS66yXOdEZ_cOD_TA,Megan Thee Stallion,"Houston's own real H-Town Hottie! Young Tina Snow. 
Pre-Save “Cobra” Now https://mts.lnk.to/cobra",2587796402,5820000,245,0
UC22QP-rNb5wWyJ0BQOWlXQA,YuridiaVEVO,"Yuridia en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",4465610064,1090000,166,0
UCVWm9bTQLmMwHI0To5zQFGA,Luciano | Locosquad,,918210191,1420000,84,0
UC7w8UOGJK3aB-yYr4eYXjiA,RAP MOVEZ,INSTAGRAM📷  //  @RAP.MOVEZ,4111552,6700,28,0
UCQCDX-NwtNYXcRaVRCmIZKw,Luciano - Topic,,199774604,74700,353,0
UCtzhq8TIfFB9vRAHVqLL9PA,Dhurata Dora,"Dhurata Dora is a Kosovo-Albanian singer and songwriter born in Germany. Her flawless style and music has made her become one of the biggest superstars in the Balkan region. Until today, she has amassed more than 200 million streams and more than 1 billion video views worldwide. Her recent international collaborations with Azet, Soolking or GIMS have put her remarkable footprint onto the European music scene that will reach many more people in the future.

---------------------------------

Kanali i vetëm zyrtar i Dhurata Dora,  i cili menaxhohet nga IB.

Të gjitha të drejtat e videove të publikuara i takojnë artistes Dhurata Dora të cilat janë të mbrojtura ligjërisht. Videot nga ky kanal nuk mund të kopjohen, të gjithë shkelësit e të drejtave do të ndjeken penalisht sipas dispozitave ligjore në fuqi.

Për çdo informacion të mëtejshëm kontaktoni tek adresa e mëposhtme: info@ib-mgmt.de

© 2023 Dhurata Dora. All Rights Reserved.",639708341,726000,33,0
_,_,_,_,_,_,2
UClIoHK6CtwuMQCEd0n0bOxQ,KALIM - Topic,,25626066,19900,197,0
UCC6XuDtfec7DxZdUa7ClFBQ,AvrilLavigneVEVO,"Avril Lavigne on Vevo - Official Music Videos, Live Performances, Interviews and more...",5337611138,6710000,105,0
UC_k8KFBzEf0uQ8LRFSAgSUA,Avril Lavigne,"New song “Fake As Hell” with All Time Low out now!
avrillavigne.komi.io

",6379578086,12600000,218,0
UCmARYaHPnwp3fQ-indNfWUg,PNAUVEVO,,11736498,5320,6,0
UCj58rpTQuv2Hhl60LSwx2Kw,faulwadadVEVO,,103997147,21300,3,0
UC_SwxZaA2b1xg4KamqnFOSg,etcetc music,"etcetc is an independent music company based in Sydney, Australia. Focusing on developing, and distributing music from a selection of culturally significant local artists and international releases - Feat. Pnau, Fisher, Sumner, Poolclvb, Jax Jones, Vlossom, Taka Perry, San Mei, Donatachi + more.

Part of the TMRW Music family ⚡️

",39064239,58900,740,0
UCgddtt1rqF8_OpcO3-qFTMA,PNAU,"AEIOU - PNAU & Empire Of The Sun Out Now. Link in bio. 
",43900465,68700,44,0
UClb3qga-Vod8dwaK68oikqw,Faul & Wad Ad - Topic,,5914228,806,295,0
UCP8rCSNr4WqZBgT3OmqhDHg,Wisin,Wisin Official Channel,6669047631,7660000,42,0
UCeTDWSJawSuNbBEURTC6w_A,2ChainzVEVO,"2 Chainz on Vevo - Official Music Videos, Live Performances, Interviews and more...",1819733329,1840000,163,0
UCWF0PiUvUi3Jma2oFgaiX2w,VICE TV,"The TV channel from VICE. 

Transparent, visceral and unfiltered. VICE's original, immersive docu-style content is the definitive guide to an uncertain world.

How to Watch VICE TV: https://bit.ly/2ygWcpr",509850617,2340000,2069,0
UCOA-JHiXyQhzpx18TJvC_hg,Yung Bleu,Yung Bleu aka Bleu Vandross aka Moon Boy official YouTube Channel. Check out the playlist and subscribe.,1486054972,2090000,200,0
UCJw41Sm1sX0elgWDjmg-7uA,fatima giles blancas,"Soy otra chica del monton , buscando una identidad ...

Suscribete ♥",577897,409,1,0
UCpuvu8mrEO4jxjT6sRwE8tg,B.o.B,"Home of Rapper B.o.B, B.o.B TV & the BoBCast. 

http://link.tree/bobatl
",531902316,1230000,420,0
UC4JUzmhmiGmPl7uzLpzODyw,Loku,"Do you want your music to be featured on Loku? Submit your music here: https://www.submithub.com/blog/loku
",2315240468,2780000,1931,0
UCus4SAcT7zi_BC9TAwwCcWg,MaxRichterVEVO,,36221992,15000,55,0
UCCFvnP0a6xbc4I3APt7ltdA,Iota87,,795810,1030,42,0
UCr6aZ-IyNP5NcH9hqs698xw,moonstars542,,3092567,1720,37,0
UC8ey1FYCmgHPa9f5KxWb0mw,Jason Mraz,"Mystical Magical Rhythmical Radical Ride out now! 🎢✨

Listen here: https://jasonmraz.lnk.to/MMRRRalbumID

The official YouTube channel of Jason Mraz

Since getting his start in coffeehouses in San Diego, Jason Mraz has brought his positive message and soulful, folk-pop sound to rapt audiences around the world. Along the way, he has earned platinum certifications for his albums ‘We Sing. We Dance. We Steal Things.’ and ‘Love Is a Four Letter Word,” made pop history with his singles ""I'm Yours” and “I Won't Give Up,"" racked up two Grammy Awards, and won the prestigious Songwriter Hall of Fame Hal David Award. In addition to his 2018 album ‘Know.’ making waves on the US Billboard 200, Mraz also made his Broadway debut in the musical Waitress.

Subscribe for more official content:
https://Atlantic.lnk.to/JasonMrazSubscribe

Follow Jason Mraz
http://jasonmraz.com
http://facebook.com/jasonmraz
http://twitter.com/jason_mraz
http://instagram.com/jason_mraz
https://tiktok.com/@jason_mraz
",2379637823,3610000,337,0
UCLh-GGe8AvO4M4iLINwFlwg,aspects,,61417,37,1,0
UCmKm7HJdOfkWLyml-fzKlVg,Afrojack,Official AFROJACK Channel,802381483,2560000,584,0
UCO6Rq8SSY5ui4ptyMkLirIQ,R3HAB,"Official R3HAB YouTube Channel

www.facebook.com/r3hab
www.instagram.com/r3hab
www.twitter.com/r3hab
www.youtube.com/r3hab
www.tiktok.com/@r3hab
",749125009,1880000,630,0
UChuZAo1RKL85gev3Eal9_zg,AfrojackVEVO,"Afrojack on Vevo - Official Music Videos, Live Performances, Interviews and more...",592310210,1390000,52,0
UCyxyxzsEQ2dqKlK6n4_osow,dannapaolaVEVO,,2263683652,591000,113,0
UCsuNF5l7GRF4RboY13z5r2w,CaliyElDandeeVEVO,,3183562955,2110000,63,0
UC0_MIBGcg9HycPJuqslVEjw,NewHopeClubVEVO,"With over 2 billion streams, a top 5 debut album in the UK and sold-out headline shows around the world, Northern England natives, New Hope Club (Reece Bibby, Blake Richardson and George Smith) are primed for their next era. With each member a multi-instrumentalist, songwriter, and lead vocalist, the band spent the past two years writing, producing and developing their new sound for their sophomore album.  This evolution was fostered by executive producer Ross Golan.  Golan was blown away by how skilled and hands-on the guys were with this project. ""Artists with this level of talent don't exist in 2022. They each write with sophistication and play multiple instruments prodigiously.” With their album complete and multiple releases coming over the next year, the band has already hit the road with shows in the UK, dates on sale in Europe, US and Asia with more dates soon to be announced.",128234112,93500,52,0
UCZRdNleCgW-BGUJf-bbjzQg,Diljit Dosanjh,OFFICIAL YouTube Channel Of DILJIT SINGH DOSANJH . SUBSCRIBE And Get ACCESS To LATEST Updates .,2177399157,4770000,196,0
UCfOTTeREY6_1LSW5M0bdG7g,Van Halen,The Official YouTube Channel for the band Van Halen,727396876,629000,41,0
UCaUvzvjMOOZqUUbrL07rWMw,TheCrazyAssault,,28332098,21100,2,0
UCcbJayxTMzqKmS6Gekqs7nA,TheManFromCabo,"===============================================   ==\//-/==   ===============================================

E V H - This channel is dedicated to ""Everything Van Halen""

Wow... 6,000,000 hits and counting \m/\m/ (Oct '15)

Featuring the largest collection of VH material in HD & over 400 videos of Van Halen and related magic.

New - Please check out my new channel TheManFromCabo2. Van Halen ""Live In Tokyo 1989"" playlist in widescreen (best VH concert IMO) & ""US Festival 1983"" in widescreen. Sammy Hagar ""The Essential Red Collection"" playlist. David Lee Roth - Live in 2002 & ""No Holds Bar-B-Que"" playlists. Check out all the playlists as I can't fit everything on the main screen.

My favourite VH album is OU812 and my top 3 songs are A.F.U. (Naturally Wired), Humans Being & Little Guitars. My favourite gig is Live in Tokyo 1989, awesome footage and Eddie is on fire!!!

Check out my other rock channels. (TMFC2, AORHeavenHD, AORHeavenHD II, AORHeaven2, E5C4P3 & CAPTURED)",54035397,47900,474,0
UCAwtOYAYMI8oQzyPO6xFYEQ,Hazardteam,"""Wherever you go, go with all your heart""",52910102,50600,71,0
UCl_9iqajlumAaU2_7QBIG1A,Alex Jossi,,11139194,11100,1259,0
UCkuE_vnt0P4fhzYbLDwDjaQ,DilsinhoVEVO,"Dilsinho na Vevo - Videoclipes oficiais, Lyric Videos, Performances Ao Vivo, Entrevistas e mais...",2960654361,904000,188,0
UClqmzNx7-xd-5_MzdSotYKw,Sorriso Maroto,"Visite nosso site oficial:
http://www.sorrisomaroto.com.br

Facebook
http://www.facebook.com/sorrisomaroto

Instagram
http://www.instagram.com/sorrisomaroto

Twitter
http://twitter.com/sorrisomaroto",2610497723,4200000,670,0
UCRiaRkC970LaDC1tZgJc8zg,SorrisoMarotoVEVO,"Sorriso Maroto na Vevo - Videoclipes oficiais, Lyric Videos, Performances Ao Vivo, Entrevistas e mais...",412221049,465000,34,0
UCiEKDhv4v0YTc-ZtpABkXZA,Goo Goo Dolls,"Our new album CHAOS IN BLOOM is out now !! 
Listen: https://googoodolls.lnk.to/CIB

Pre-order 'Live at The Academy' featuring 32 songs, including the soundcheck, full set and encores from our November 1995 show at The Academy in New York City. The release will be available October 20th as a digital release, 3-LP, and 2CD set that captures the intensity of an unforgettable night! Pre-order now: https://lnk.to/ggdlata
",1018883694,1010000,422,0
UCgYoDQjd3hocUYRLN9GfnbQ,barto1507,,9801082,7290,66,0
UCSMbVdTcsc5GC_vOEZ78TgQ,Richard R,My girlfriend thinks I'm the best thing since the invention of the wheel.,1405170,624,36,0
UCpPwodiYc4ceaqEBB54trHQ,HollywoodRecordsVEVO,Hollywood Records official profile,3304577514,1050000,215,0
UCzsKCFGWpOk9gxkOjORRkZw,BreakingBenjaminVEVO,"BREAKING BENJAMIN have released their highly-anticipated sixth studio album, EMBER, available for streaming http://hollywoodrecs.co/EmberWS and purchase http://hollywoodrecs.co/EmberDL. The self-produced EMBER has already spun off a #1 rock radio track, “Red Cold River,” and is the follow-up to BREAKING BENJAMIN’s 2015 #1 album, DARK BEFORE DAWN.",579598677,529000,52,0
UCegDql2rn434w9_vK6ykoJg,shallowbayTV,We are the fan's ULTIMATE BACKSTAGE PASS.  Shallow Bay is the official website of Breaking Benjamin,37488359,23400,50,0
UCZoyLiELBGGyb-pEdnxBygQ,vouchsafing838,MARIKA ,24537296,13800,18,0
UCk20cSRhH_ms_Yk1AZItFqA,starsetonline,"Visionary media collective STARSET have carved out a unique path as part cinematic rock band, part conceptual storytellers, weaving an intricate narrative through multimedia and redefining the concept of a truly immersive entertainment experience. Led by enigmatic front man and PhD candidate Dustin Bates, the band have made a mission to take fans on a journey through music, video, AR-integrated performances, a Marvel graphic novel, and online experiences, blurring the lines of science, fact, and fiction.",723004321,1000000,94,0
UCPq_JK-VE2kbMZXdFPEvNjA,John Edge,"I Really Enjoy Making Films To Describe Songs In A Visual Aspect. If You Have An Idea For A Music Vid, Hit Me Up. :)",2223680,1680,155,0
UCCirWHa1TzMlpaXzcn_tGdw,Kool Savas - Topic,,63925198,8340,826,0
UCzNg8d6sRmXiWPhyze5MdSw,Ras Kass,The Official Ras Kass YouTube Channel,2203946,13200,233,0
UCi1HxF0sKbPrHPN64ATQMlA,Dina Rae,"The official YouTube channel of singer, songwriter, content creator DINA RAE.
Visit: https://www.dinarae.com/
Contact: DinaRaeWork(at)gmail.com

",495745,3640,108,0
UCr_YdOfSzfhGdGcwWmeG8_A,Dina Rae - Topic,,67666,25,27,0
UCMB4LoLYZxtUOeSfuhFjwdA,LosRojosVEVO,,123177615,13100,178,0
UCBBF6Mi4Pjg3S7qAQ8eMavQ,DueloVEVO,"Duelo es una banda norteña originaria de Roma Texas con el estilo Norteño, el grupo nace a principios de los 90 y continua hasta el año 2009 en el que reciben un premio por el Álbum “Necesito más de ti”, debutando como ganador en el top de los premios Billboard.
 
Marcando 16 años de música continua, a través de los años ha recopilado algunas producciones como “Veneno” y “Libre por naturaleza” entre otras y retorna en 2016 con su nueva producción “Eres Vida”.

Hoy en día el grupo es considerado como el más importante y de mayor renombre en su género de los últimos años tanto en México como en USA. Las diversas nominaciones a los premios Latin Grammy le han dado diversos records y llenos totales de asistencia en sus presentaciones en ambos países.

Para 2017 abrimos con sencillo y nuevos videos “Un hombre con suerte” y “Eres vida”, y ahora su más reciente sencillo “Que siga lloviendo” que próximamente estará listo el video para el deleite de sus seguidores.",569641091,267000,63,0
UC86od2bVQv6QE06q83jDZmg,Irving Rodriguez Silva,,20539066,12700,119,0
UCRmrIOzu-ry5-vf3yfhlP5g,eolicospublicidad,"Bienvenidos al canal EOpublicidad El proyecto universitario que transmite historias en el entorno musical. El material mostrado en este sitio es editado, no es propiedad de Eolicos Publicidad, y solo es para uso publicitario sin fines de lucro. Bienvenidos.",110435902,89500,61,0
UCnI--9rhknzT89EbhOSmowQ,adrian jimenez,,1413919,1220,3,0
UC-PVsWUQwwBSBYGDBYiyJ0g,SublimeVEVO,"Sublime on Vevo - Official Music Videos, Live Performances, Interviews and more...",341320012,175000,64,0
UCqiSFTIuiTXLmphjUKZrZjA,Eddie Villa,"Im Eddie from Newbury Park, Ca.
Formerly sk8eddie81 from 2007-2011, my page was shut down due to copyright. I'm back!

My page is dedicated to my brother Van Wastell and also my Sublime Collection.",7890544,6480,939,0
UCEJ-A6sXsxg0PxdUjgrF2Jw,TheofficialSublime,"A band of Long Beach rag-tag punks goes from playing backyard parties and selling cassettes out of the trunks of their cars to creating an entirely new and revolutionary blend of music. They brought together a community of reggae, tattooed-punks, Rastafarians, surfers, Chicanos, hip-hoppers and others, defining an entire era and lifestyle that lives on - over 30 years later - and stronger than ever!",685947044,635000,105,0
UCzDI_LEzBCbhFPjDjftI2SA,Reid Clow,,448398,1300,111,0
UCoaZxek7vVcEz4vr65JFgHA,Pelo Music Group,"
",1666100682,1160000,810,0
_,_,_,_,_,_,2
UC_QMjCQJc8xDWRV16u6rx6g,MirandaOficialVEVO,,249292076,66900,60,0
UChn30LXbAZKSIQqPJ2iezng,Def Leppard - Topic,"With more than 100M albums sold worldwide, 2 prestigious Diamond Awards in the U.S., 2019 Rock & Roll Hall of Fame® inductees, Def Leppard – Joe Elliott (vocals), Phil Collen (guitar), Rick ""Sav"" Savage (bass), Vivian Campbell (guitar) and Rick Allen (drums) — continue to be one of the most important forces in rock music. Over the course of their career the band has produced a series of classic ground-breaking albums that set the bar for generations of music fans and artists alike. The group’s spectacular live shows and arsenal of hits have become synonymous with their name, leading Def Leppard to be heralded as an institution in both the music and touring industry. Def Leppard’s influential career includes numerous hit singles and ground-breaking multi-platinum albums—including two of the best-selling albums of all time, Pyromania and Hysteria, capturing the group’s legendary tracks, bringing together classic Leppard hits such as “Rock of Ages,” “Pour Some Sugar on Me” and “Foolin'.”",410057119,18300,804,0
UCaN6ym7nK8FBkqPlnsGET5A,DefLeppardVEVO,"Def Leppard on Vevo - Official Music Videos, Live Performances, Interviews and more...",323312059,55800,62,0
UCZjBqZjGsmI5OAVsLSroaWQ,DEF LEPPARD,"With more than 100M albums sold worldwide, 2 prestigious Diamond Awards in the U.S., 2019 Rock & Roll Hall of Fame® inductees, Def Leppard – Joe Elliott (vocals), Phil Collen (guitar), Rick ""Sav"" Savage (bass), Vivian Campbell (guitar) and Rick Allen (drums) — continue to be one of the most important forces in rock music. Over the course of their career the band has produced a series of classic ground-breaking albums that set the bar for generations of music fans and artists alike. The group’s spectacular live shows and arsenal of hits have become synonymous with their name, leading Def Leppard to be heralded as an institution in both the music and touring industry. Def Leppard’s influential career includes numerous hit singles and ground-breaking multi-platinum albums—including two of the best-selling albums of all time, Pyromania and Hysteria, capturing the group’s legendary tracks, bringing together classic Leppard hits such as “Rock of Ages,” “Pour Some Sugar on Me” and “Foolin'.”
",1099250721,1210000,461,0
UCAOiVaJJlH0Oduv48NN0mMA,Ghost,"GHOST continues to elevate & reaffirm its status as one of the world's most esteemed & celebrated creative forces. Accumulating well over a billion streams, the GRAMMY-winning Swedish theatrical rock band continues to bring the
""euphoric spectacle"" (ROLLING STONE) of its live shows to ever-growing & increasingly impassioned crowds, headlining arena tours including sold out shows from the New York's Barclays Center to London's 02 Arena. In March 2022, THE LOS ANGELES TIMES reported that Ghost had ""conquered metal & the charts"" when its 5th album IMPERA debuted at #1 in a sweep of the US album charts, entering the BILLBOARD 200 at #2 & bowing at #1 in the band's native Sweden as well as Germany & Finland, while cracking the top 5 in the UK (#2), Netherlands (#2), Belgium (#2) & more. 
",1053247131,2520000,131,0
UCPoLsfvLABeMKqY9F4x5FGw,Aui Music,"Hi all Viewers & Subscribers.

In my channel you will find a verity of songs. I suggest you to use best quality of headphones & home theatre.

Some Bass Boosted songs will tear your speaker or ear don't use heavy volume. Thank You!.

If you like my channel, Subscribe It.",7694925,20500,27,0
UC5rGGthSt-CQue8V0bj1bWg,Divo Music,"Divo is a leading YouTube Multi Channel Network, Digital Content Distributor and Music Publisher. 

Subscribe and watch out for this space for latest songs, teasers, and trailers.
",1703158581,3440000,2310,0
UCoxaeKJcYzwKnx25P2lQNSQ,Vel Records,Official Channel of Vel Records,170149926,233000,347,0
UCHc7ICbMq7vwaToJQeEtnrA,AudioslaveVEVO,"Audioslave on Vevo - Official Music Videos, Live Performances, Interviews and more...",1749200462,1020000,18,0
UC519FxmwkgkBKKtOJXqKWxg,Anzie,"""Our greatest glory is not in never falling but in rising every time we do.""

 ツ♥",3159777,1140,8,0
UCC1MA1W1KxzjGWPdkk8BR4w,TheTrella,,548037,186,20,0
UCQCq16x84FeLx0tARDtEaFg,Audioslave - Topic,"Audioslave was an American rock supergroup formed in Glendale, California in 2001. The four-piece band consisted of Soundgarden's lead singer and rhythm guitarist Chris Cornell with Rage Against the Machine members Tom Morello, Tim Commerford, and Brad Wilk. Critics first described Audioslave as a combination of Soundgarden and Rage Against the Machine, but by the band's second album, Out of Exile, it was noted that they had established a separate identity. Their unique sound was created by blending 1970s hard rock and 1990s alternative rock, with musical influences that included 1960s funk, soul and R&B. As with Rage Against the Machine, the band prided themselves on the fact that all sounds on their albums were produced using only guitars, bass, drums, and vocals, with emphasis on Cornell's wide vocal range and Morello's unconventional guitar solos.
In their six years together, Audioslave released three albums, received three Grammy nominations, sold more than eight million records worldwide and became the first American rock band to perform an open-air concert in Cuba. They disbanded in February 2007 after Cornell issued a statement announcing that he was leaving the band.",342780892,97400,181,0
_,_,_,_,_,_,2
UC2lkUzsiOARl3nwZDeZus3g,SeetherVEVO,"Seether on Vevo - Official Music Videos, Live Performances, Interviews and more...",956703657,601000,69,0
UCMyGCxJ6N4X_8xcjTV8I-8A,omar altayyar,,503154,113,16,0
UCKI33Zd-b17rDIcPSv9E_-w,SimplePlan,"From their new millennium rise to MTV superstardom through pop-punk’s modern resurgence, SIMPLE PLAN have been an indelible part of pop culture since forming in Montreal in 1999. They’ve sold 10 million albums worldwide, won multiple Juno Awards, performed at the 2010 Winter Olympics – and, most recently, launched the omnipresent #ImJustAKid TikTok challenge that’s spawned more than 3.4 million videos, including clips from Hilary Duff, Ed Sheeran, Usher and Venus and Serena Williams.

HARDER THAN IT LOOKS is the first self-released album from dummer Chuck Comeau, vocalist Pierre Bouvier and guitarists Sébastien Lefebvre and Jeff Stinco. The album respects Simple Plan’s storied career while pushing forward in new ways, with songs like “The Antidote,” “Ruin My Life” (ft. Deryck Whibley), “Congratulations,” ""Wake Me Up (When This Nightmare's Over)"" and ""Iconic"" set to stand as fan favourites for years to come.
",1393659823,1650000,551,0
UCFtpQdNFnBp2NbvXy5L9gdA,Tomer BM,,1096143,766,31,0
UCX6o1E7wxKJpQR2Jcb7Mc5A,TitoElBambinoVEVO,,80812809,153000,8,0
UCxn6ts-dyAMahcpYBi95X1Q,"Tito ""El Bambino""","Tito ""El Bambino"" Official Music Channel on YouTube.

Ida Nevarez manejo@titoelbambinoelpatron.com

© 2022 El Patrón Music
------
https://www.facebook.com/titoelbambinoonline
https://www.twitter.com/Tbambino
http://www.instagram.com/titobambinoelpatron
https://www.youtube.com/user/tbambinooficial",1202567984,2430000,199,0
UCuIJvmSQ2nHzUVD2o5CTc_A,Tito el Bambino - Topic,"Tito el Bambino, conocido como “El Patrón”, luego del álbum que llevó ese título, ha logrado trascender las barreras de los géneros musicales combinándolos magistralmente.

Desde sus primeros proyectos logró solidificar su carrera artística, logrando reconocimientos y galardones como el Grammy Latino, Billboard a la Música Latina, Premios Lo Nuestro y Premios Juventud. Asimismo ha sido condecorado en los premios Alma y ASCAP, al igual que en la edición 2010 del Festival Internacional de Viña del Mar, en Chile.

Tito El Bambino también ha querido aportar a la sociedad al convertirse en el portavoz de varias campañas de servicio público en su natal Puerto Rico para detener el consumo de drogas, armas y la violencia. En los últimos meses, tras el paso del huracán María, también ha convocado caravanas y ha sido parte de la promoción, recaudación y distribución de ayuda a los más necesitados en la isla.   

El éxito de su cuarto proyecto discográfico titulado Invencible lo continúo su álbum sucesor Invicto ambos co-producidos y co-escritos en su mayoría por el artista. Es precisamente de Invicto, donde se encuentran “¿Por Qué Le Mientes?” a dúo con Marc Anthony, “Me Gustas” con Yandel, “Tu Olor” y  “Carnaval” temas que fueron grandes éxitos en la radio de EE.UU., Puerto Rico y a nivel internacional.",198473016,20500,647,0
UCq55pMyL5QAJ0uayJWWdUUg,DOPEHOUSE RECORDS,,451971072,391000,71,0
UCX0OCU1rH9loE-zZFcBJ65w,QueQuality,"Oficjalny profil QueQuality na YouTube.
Kanał służy do promocji wydawnictw związanych z działalnością wytwórni muzycznej QueQuality oraz zaprzyjaźnionych artystów.

Nasz sklep internetowy: http://www.queshop.pl

Kontakt / propozycje współpracy:
e-mail: dawid@quequality.pl

Booking koncertowy: 
e-mail: anastazja@quequality.pl

Tik Tok: https://www.tiktok.com/@quequality.official
Instagram: ttps://www.instagram.com/quequalitypl/
Facebook: https://www.facebook.com/quequalitypl
Twitter: https://mobile.twitter.com/quequality_pl
",3085112250,2450000,1186,0
UC3JHEsao4Jx4jwYiiXbwkTA,GHETTO MUSIC,"Ghetto Music :

info koncertowe:  kacperhta@wp.pl

facebook KacperHTA : www.facebook.com/KacperHta

instagram KacperHTA : www.instagram.com/kacperhta
",340093008,418000,307,0
UCNzgFCp1VLNC9m_h-wnNrKw,Kukon - Topic,,176705354,130000,218,0
UCe5tgyOlUWikwiYHEQ02L2Q,No Te Va Gustar,"Canal oficial de la banda uruguaya No Te Va Gustar. 

NO TE VA GUSTAR (NTVG) se formó en Montevideo, Uruguay, en 1994. La banda está conformada por Emiliano Brancciari (voz y guitarra), Martin Gil (trompeta), Denis Ramos (trombón), Mauricio Ortiz (saxo), Diego Bartaburu (batería), Pablo Coniberti (guitarra), Guzman Silveira (bajo) y Francisco Nasser (teclados).

La banda cuenta con 10 discos de estudio, 1 disco acústico en vivo, 5 álbumes en vivo, una reedición especial, un documental y una biografía oficial.

Sus discos han superado el status de Platino y se han editado en Estados Unidos, España, México, Colombia, Venezuela, Perú, Chile, Uruguay y Argentina.

El último álbum de estudio de NTVG es LUZ, estrenado el pasado 7 de mayo y producido por Héctor Castillo. El disco incluye canciones como No Te Imaginás y Dejo Atrás y grandes colaboraciones como Venganza con Nicki Nicole y Austro con Ricardo Mollo. 
",985100826,1230000,341,0
UCuYN9cWJcHUckKh0XOhRtkw,Sandrix Rics,,13698329,8290,29,0
UCuYebmvaP2JR2IeItHdNlJg,Melanie Rondinella,,1499893,1880,1,0
